,age,difference,errors,getresponse,histlength,infoposition,interv,interval,maskduration,ms100_t,ms100_x,ms100_y,ms101_t,ms101_x,ms101_y,ms102_t,ms102_x,ms102_y,ms103_t,ms103_x,ms103_y,ms104_t,ms104_x,ms104_y,ms105_t,ms105_x,ms105_y,ms106_t,ms106_x,ms106_y,ms107_t,ms107_x,ms107_y,ms108_t,ms108_x,ms108_y,ms109_t,ms109_x,ms109_y,ms10_t,ms10_x,ms10_y,ms110_t,ms110_x,ms110_y,ms111_t,ms111_x,ms111_y,ms112_t,ms112_x,ms112_y,ms113_t,ms113_x,ms113_y,ms114_t,ms114_x,ms114_y,ms115_t,ms115_x,ms115_y,ms116_t,ms116_x,ms116_y,ms117_t,ms117_x,ms117_y,ms118_t,ms118_x,ms118_y,ms119_t,ms119_x,ms119_y,ms11_t,ms11_x,ms11_y,ms120_t,ms120_x,ms120_y,ms121_t,ms121_x,ms121_y,ms122_t,ms122_x,ms122_y,ms123_t,ms123_x,ms123_y,ms124_t,ms124_x,ms124_y,ms125_t,ms125_x,ms125_y,ms126_t,ms126_x,ms126_y,ms127_t,ms127_x,ms127_y,ms128_t,ms128_x,ms128_y,ms129_t,ms129_x,ms129_y,ms12_t,ms12_x,ms12_y,ms130_t,ms130_x,ms130_y,ms131_t,ms131_x,ms131_y,ms132_t,ms132_x,ms132_y,ms133_t,ms133_x,ms133_y,ms134_t,ms134_x,ms134_y,ms135_t,ms135_x,ms135_y,ms136_t,ms136_x,ms136_y,ms137_t,ms137_x,ms137_y,ms138_t,ms138_x,ms138_y,ms139_t,ms139_x,ms139_y,ms13_t,ms13_x,ms13_y,ms140_t,ms140_x,ms140_y,ms141_t,ms141_x,ms141_y,ms142_t,ms142_x,ms142_y,ms143_t,ms143_x,ms143_y,ms144_t,ms144_x,ms144_y,ms145_t,ms145_x,ms145_y,ms146_t,ms146_x,ms146_y,ms147_t,ms147_x,ms147_y,ms148_t,ms148_x,ms148_y,ms149_t,ms149_x,ms149_y,ms14_t,ms14_x,ms14_y,ms150_t,ms150_x,ms150_y,ms151_t,ms151_x,ms151_y,ms152_t,ms152_x,ms152_y,ms153_t,ms153_x,ms153_y,ms154_t,ms154_x,ms154_y,ms155_t,ms155_x,ms155_y,ms156_t,ms156_x,ms156_y,ms157_t,ms157_x,ms157_y,ms158_t,ms158_x,ms158_y,ms159_t,ms159_x,ms159_y,ms15_t,ms15_x,ms15_y,ms160_t,ms160_x,ms160_y,ms161_t,ms161_x,ms161_y,ms162_t,ms162_x,ms162_y,ms163_t,ms163_x,ms163_y,ms164_t,ms164_x,ms164_y,ms165_t,ms165_x,ms165_y,ms166_t,ms166_x,ms166_y,ms167_t,ms167_x,ms167_y,ms168_t,ms168_x,ms168_y,ms169_t,ms169_x,ms169_y,ms16_t,ms16_x,ms16_y,ms170_t,ms170_x,ms170_y,ms171_t,ms171_x,ms171_y,ms172_t,ms172_x,ms172_y,ms173_t,ms173_x,ms173_y,ms174_t,ms174_x,ms174_y,ms175_t,ms175_x,ms175_y,ms176_t,ms176_x,ms176_y,ms177_t,ms177_x,ms177_y,ms178_t,ms178_x,ms178_y,ms179_t,ms179_x,ms179_y,ms17_t,ms17_x,ms17_y,ms180_t,ms180_x,ms180_y,ms181_t,ms181_x,ms181_y,ms182_t,ms182_x,ms182_y,ms183_t,ms183_x,ms183_y,ms184_t,ms184_x,ms184_y,ms18_t,ms18_x,ms18_y,ms19_t,ms19_x,ms19_y,ms1_t,ms1_x,ms1_y,ms20_t,ms20_x,ms20_y,ms21_t,ms21_x,ms21_y,ms22_t,ms22_x,ms22_y,ms23_t,ms23_x,ms23_y,ms24_t,ms24_x,ms24_y,ms25_t,ms25_x,ms25_y,ms26_t,ms26_x,ms26_y,ms27_t,ms27_x,ms27_y,ms28_t,ms28_x,ms28_y,ms29_t,ms29_x,ms29_y,ms2_t,ms2_x,ms2_y,ms30_t,ms30_x,ms30_y,ms31_t,ms31_x,ms31_y,ms32_t,ms32_x,ms32_y,ms33_t,ms33_x,ms33_y,ms34_t,ms34_x,ms34_y,ms35_t,ms35_x,ms35_y,ms36_t,ms36_x,ms36_y,ms37_t,ms37_x,ms37_y,ms38_t,ms38_x,ms38_y,ms39_t,ms39_x,ms39_y,ms3_t,ms3_x,ms3_y,ms40_t,ms40_x,ms40_y,ms41_t,ms41_x,ms41_y,ms42_t,ms42_x,ms42_y,ms43_t,ms43_x,ms43_y,ms44_t,ms44_x,ms44_y,ms45_t,ms45_x,ms45_y,ms46_t,ms46_x,ms46_y,ms47_t,ms47_x,ms47_y,ms48_t,ms48_x,ms48_y,ms49_t,ms49_x,ms49_y,ms4_t,ms4_x,ms4_y,ms50_t,ms50_x,ms50_y,ms51_t,ms51_x,ms51_y,ms52_t,ms52_x,ms52_y,ms53_t,ms53_x,ms53_y,ms54_t,ms54_x,ms54_y,ms55_t,ms55_x,ms55_y,ms56_t,ms56_x,ms56_y,ms57_t,ms57_x,ms57_y,ms58_t,ms58_x,ms58_y,ms59_t,ms59_x,ms59_y,ms5_t,ms5_x,ms5_y,ms60_t,ms60_x,ms60_y,ms61_t,ms61_x,ms61_y,ms62_t,ms62_x,ms62_y,ms63_t,ms63_x,ms63_y,ms64_t,ms64_x,ms64_y,ms65_t,ms65_x,ms65_y,ms66_t,ms66_x,ms66_y,ms67_t,ms67_x,ms67_y,ms68_t,ms68_x,ms68_y,ms69_t,ms69_x,ms69_y,ms6_t,ms6_x,ms6_y,ms70_t,ms70_x,ms70_y,ms71_t,ms71_x,ms71_y,ms72_t,ms72_x,ms72_y,ms73_t,ms73_x,ms73_y,ms74_t,ms74_x,ms74_y,ms75_t,ms75_x,ms75_y,ms76_t,ms76_x,ms76_y,ms77_t,ms77_x,ms77_y,ms78_t,ms78_x,ms78_y,ms79_t,ms79_x,ms79_y,ms7_t,ms7_x,ms7_y,ms80_t,ms80_x,ms80_y,ms81_t,ms81_x,ms81_y,ms82_t,ms82_x,ms82_y,ms83_t,ms83_x,ms83_y,ms84_t,ms84_x,ms84_y,ms85_t,ms85_x,ms85_y,ms86_t,ms86_x,ms86_y,ms87_t,ms87_x,ms87_y,ms88_t,ms88_x,ms88_y,ms89_t,ms89_x,ms89_y,ms8_t,ms8_x,ms8_y,ms90_t,ms90_x,ms90_y,ms91_t,ms91_x,ms91_y,ms92_t,ms92_x,ms92_y,ms93_t,ms93_x,ms93_y,ms94_t,ms94_x,ms94_y,ms95_t,ms95_x,ms95_y,ms96_t,ms96_x,ms96_y,ms97_t,ms97_x,ms97_y,ms98_t,ms98_x,ms98_y,ms99_t,ms99_x,ms99_y,ms9_t,ms9_x,ms9_y,response,rts,sex,startrts,vpnum
0,18.0,0.88,0.0,0.0,93.0,1.0,0.0,1.0,0.2,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1015322007,6.9896079751,954.0207840499,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1116956911,7.0000000000,954.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1218591814,7.0000000000,953.0081217116,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1320226718,7.9922328413,950.0233014762,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1421861622,8.9915995303,947.0252014091,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1523496526,9.9900984564,945.0198030872,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1625131430,11.9774133056,941.0451733889,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1726766334,12.9867948651,939.0264102699,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1828401238,13.0000000000,939.0000000000,0.1930036142,13.0000000000,939.0000000000,0.0100607872,0.0000000000,981.0000000000,0.2031671045,13.0000000000,939.0000000000,0.2133305949,13.0000000000,939.0000000000,0.2234940853,13.0000000000,939.0000000000,0.2336575757,13.0000000000,939.0000000000,0.2438210661,13.0000000000,939.0000000000,0.2539845565,13.0000000000,939.0000000000,0.2641480469,13.0000000000,939.0000000000,0.2743115372,13.0000000000,939.0000000000,0.2844750276,13.0000000000,939.0000000000,0.2946385180,13.0000000000,939.0000000000,0.0202242776,0.0000000000,978.0165644094,0.3048020084,13.0000000000,939.0000000000,0.3149654988,12.8616845709,938.9077897140,0.3251289892,10.0000000000,937.0000000000,0.3352924796,9.9519609861,936.9519609861,0.3454559699,8.9493456851,935.7973827402,0.3556194603,7.8032015894,931.7540019867,0.3657829507,3.9031247203,926.8062494407,0.3759464411,1.6562108912,922.5088727017,0.3861099315,-5.3474374900,912.4043928743,0.3962734219,-12.3505160623,900.3991153218,0.0303877680,0.0000000000,977.0057295099,0.4064369123,-19.1968951730,888.6554334472,0.4166004027,-23.3373476905,881.3734971462,0.4267638930,-30.3394847927,868.3210304147,0.4369273834,-37.3370942021,854.2776552812,0.4470908738,-44.1438749174,839.6163335535,0.4572543642,-47.3286003606,830.7794843750,0.4674178546,-54.0928233298,805.5822950158,0.4775813450,-56.1577852024,796.2505202887,0.4877448354,-60.0780456399,777.6097718003,0.4979083257,-62.3047110300,766.8573336376,0.0405512584,0.9943405745,974.0169782766,0.5080718161,-70.1144534876,737.5803372122,0.5182353065,-73.2270551209,726.2431495970,0.5283987969,-79.1488528590,706.5906546379,0.5385622873,-83.4511720814,694.7968744496,0.5487257777,-95.2955618851,663.2241500515,0.5588892681,-103.1375752361,642.6216681007,0.5690527585,-107.1748523819,631.6153247597,0.5792162488,-112.4586877069,619.8356388980,0.5893797392,-125.3119683961,587.2374105873,0.5995432296,-134.1204292090,565.7350557401,0.0507147487,1.9902770953,972.0194458094,0.6097067200,-139.3109488940,554.2670490355,0.6198702104,-153.0857768914,521.7855577714,0.6300337008,-157.1828019022,511.5734622281,0.6401971912,-166.0767888650,490.7888306212,0.6503606815,-170.1968982758,479.5241625002,0.6605241719,-182.0635104098,450.8412239754,0.6706876623,-186.1003908730,440.7275104875,0.6808511527,-193.0408534492,421.8638218360,0.6910146431,-196.1709291696,411.5869211734,0.7011781335,-208.0540035395,382.8649911512,0.0608782391,4.9697478425,964.0806724201,0.7113416239,-212.0911725871,372.8075245383,0.7215051142,-221.0747789533,353.8223999860,0.7316686046,-229.0806815301,334.8386369397,0.7418320950,-238.0276940219,316.9376884508,0.7519955854,-242.0280441497,307.9495205306,0.7621590758,-247.0769472144,298.8461055713,0.7723225662,-261.0482527013,270.9088560086,0.7824860566,-270.0273027067,253.9508551280,0.7926495470,-275.0222584134,244.9554831732,0.8028130373,-279.0648332214,236.8795954459,0.0710417295,5.0000000000,962.0194776438,0.8129765277,-293.0454442451,210.9272892078,0.8231400181,-303.0200295055,194.9679527912,0.8333035085,-308.0645419305,186.8893566905,0.8434669989,-322.0140845920,162.9718308159,0.8536304893,-326.0086485575,154.9861623080,0.8637939797,-336.0048753834,138.9931744633,0.8739574700,-341.0061525826,131.9913863844,0.8841209604,-356.0035837722,110.9949827190,0.8942844508,-361.0038503347,103.9946095314,0.9044479412,-366.0082499767,96.9884500327,0.0812052199,5.9906517479,958.0373930085,0.9146114316,-376.0147388909,82.9799972196,0.9247749220,-390.0029900417,63.9964119499,0.9349384124,-394.9999942015,58.0000069582,0.9451019028,-404.0000000000,47.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0913687103,6.0000000000,956.0201868545,2.0,0.9451019028,0.0,0.9823181502,1.0
1000,23.0,0.5,0.0,0.0,93.0,1.0,1.0,3.0,0.2,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1013950378,-10.1287785669,950.9284563517,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1115443682,-19.1355696247,945.9457721501,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1216936986,-29.1267738271,941.9366130864,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1318430290,-39.0457981880,936.9771009060,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1419923594,-43.1197759371,934.9455563922,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1521416898,-54.0246948908,929.9917683697,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1622910201,-57.0220016613,928.9853322258,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1724403505,-60.0000000000,927.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1825896809,-60.0060195878,927.0000000000,0.1927390113,-61.0000000000,927.0000000000,0.0100510643,0.0000000000,955.0000000000,0.2028883417,-61.0000000000,927.0000000000,0.2130376721,-61.0000000000,927.0000000000,0.2231870025,-61.0564924187,927.0000000000,0.2333363329,-65.0327666326,927.0000000000,0.2434856632,-67.0427731155,926.9857422948,0.2536349936,-70.0274201560,926.0000000000,0.2637843240,-72.0378646197,925.9873784601,0.2739336544,-75.0000000000,925.0000000000,0.2840829848,-75.0000000000,925.0000000000,0.2942323152,-75.0000000000,925.0000000000,0.0202003947,0.0000000000,955.0000000000,0.3043816456,-75.0000000000,925.0000000000,0.3145309760,-75.0000000000,925.0000000000,0.3246803064,-75.0000000000,925.0000000000,0.3348296367,-75.0000000000,925.0000000000,0.3449789671,-75.0000000000,925.0000000000,0.3551282975,-75.0000000000,925.0000000000,0.3652776279,-75.0000000000,924.9571968797,0.3754269583,-75.0000000000,923.8640039801,0.3855762887,-75.0000000000,920.9560790932,0.3957256191,-75.0000000000,919.8726847665,0.0303497251,0.0000000000,955.0000000000,0.4058749495,-75.0000000000,916.9585390646,0.4160242799,-75.0000000000,915.9181882350,0.4261736102,-75.0000000000,913.9597904536,0.4363229406,-75.0000000000,912.9611548865,0.4464722710,-75.0388629462,912.0000000000,0.4566216014,-76.0000000000,911.9613296103,0.4667709318,-76.0375491375,911.0000000000,0.4769202622,-77.0000000000,910.9628939520,0.4870695926,-77.0355517414,909.9644482586,0.4972189230,-78.0000000000,909.0000000000,0.0404990555,0.0000000000,955.0000000000,0.5073682533,-78.0000000000,909.0000000000,0.5175175837,-78.0000000000,909.0000000000,0.5276669141,-78.0000000000,909.0000000000,0.5378162445,-78.0000000000,909.0000000000,0.5479655749,-78.0432192118,908.9567807882,0.5581149053,-79.0000000000,908.0000000000,0.5682642357,-79.0000000000,907.9553892080,0.5784135661,-79.0465708541,906.9534291459,0.5885628965,-80.0000000000,906.0000000000,0.5987122268,-80.0000000000,905.9151948816,0.0506483859,0.0000000000,955.0000000000,0.6088615572,-80.0000000000,903.9557120510,0.6190108876,-80.0000000000,902.9151793369,0.6291602180,-80.0422431223,900.8732706331,0.6393095484,-81.0841902206,897.7053342281,0.6494588788,-83.1239354297,890.7521291407,0.6596082092,-86.2432530766,884.5134938468,0.6697575396,-92.1589211157,872.6424274897,0.6799068699,-96.6316515248,862.6577405098,0.6900562003,-112.5351014822,828.9297970357,0.7002055307,-126.2447993768,801.4054872277,0.0607977163,0.0000000000,955.0000000000,0.7103548611,-133.8417988766,783.1143705165,0.7205041915,-158.3312229769,728.3044317484,0.7306535219,-168.3239304549,707.2549599538,0.7408028523,-178.7063360091,683.4910094351,0.7509521827,-200.7293386661,636.4197662235,0.7611015131,-224.7371540199,584.4689878047,0.7712508434,-250.3580904551,531.2287282505,0.7814001738,-263.3543697448,503.2640012993,0.7915495042,-276.9995176201,474.8168430929,0.8016988346,-314.5040257406,392.8315766922,0.0709470466,-0.0313079814,955.0000000000,0.8118481650,-336.2038208505,342.5367707944,0.8219974954,-347.5276319677,316.8392096711,0.8321468258,-377.1065062879,251.7751533921,0.8422961562,-386.0931082063,232.8137835875,0.8524454866,-395.1562804471,214.7167416896,0.8625948169,-411.1212742955,185.7761089929,0.8727441473,-424.0799497326,161.8546368498,0.8828934777,-435.0259867101,141.9480265797,0.8930428081,-439.0478174537,133.9222966377,0.9031921385,-447.0271697796,120.9611860292,0.0810963770,-2.0954763717,954.9618094513,0.9133414689,-454.0155656999,110.9750948801,0.9234907993,-459.0025004749,102.9974995251,0.9336401297,-461.0002406936,100.9995186128,0.9437894600,-462.0000000000,99.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0912457074,-7.0489041376,952.9673972416,2.0,0.94378946,1.0,0.857569187,11.0
